title,love,score,tags,play_times
我被逐出队伍后过上慢生活,305.8万追番,8.0,"[""小说改"",""日常"",""恋爱"",""奇幻""]",9895.2万
超能力女儿,305.5万追番,9.6,"[""搞笑"",""日常"",""漫画改"",""奇幻""]",9987.8万
我被逐出队伍后过上慢生活 第二季,305.2万追番,,"[""小说改"",""恋爱"",""战斗"",""日常""]",7.6万
关于前辈很烦人的事,304万追番,9.8,"[""漫画改"",""恋爱"",""职场"",""搞笑""]",7882.2万
打了300年的史莱姆，不知不觉就练到了满级,302.2万追番,9.5,"[""小说改"",""穿越"",""奇幻""]",9836万
极主夫道,302.2万追番,9.7,"[""漫画改"",""搞笑"",""日常""]",6184.4万
某科学的一方通行,301万追番,6.7,"[""漫画改"",""科幻"",""战斗"",""魔法""]",7968万
擅长捉弄的高木同学 第二季,300.2万追番,9.9,"[""漫画改"",""恋爱"",""校园"",""搞笑""]",7720.3万
瓦尼塔斯的手记,299.1万追番,9.7,"[""漫画改"",""奇幻"",""战斗""]",6560.9万
入间同学入魔了,298万追番,9.5,"[""漫画改"",""校园"",""搞笑"",""奇幻""]",1500.0万
光之诅咒者,297.8万追番,8.8,"[""漫画改"",""热血"",""战斗"",""奇幻""]",170万
文豪野犬 汪！,296.3万追番,9.8,"[""漫画改"",""日常"",""搞笑""]",3774.9万
打工吧！魔王大人 第二季,296万追番,7.5,"[""小说改"",""神魔"",""职场"",""架空""]",3495.8万
某科学的超电磁炮S,295.2万追番,9.7,"[""校园"",""战斗"",""奇幻"",""科幻""]",1200.0万
月光下的异世界之旅,291.4万追番,9.1,"[""小说改"",""奇幻"",""穿越""]",8416.3万
魔法少女小圆,290.2万追番,9.8,"[""奇幻"",""魔法"",""穿越"",""原创""]",7845.5万
打工吧！魔王大人,289.3万追番,9.6,"[""架空"",""小说改"",""穿越"",""日常""]",1200.0万
Angel Beats!,288.3万追番,9.8,"[""奇幻"",""校园"",""战斗"",""催泪""]",3368.9万
我女友与青梅竹马的惨烈修罗场,287万追番,8.9,"[""校园"",""恋爱""]",6587.4万
犬夜叉,286.7万追番,9.8,"[""漫画改"",""热血"",""穿越"",""奇幻""]",4000.0万
炎炎消防队,286.1万追番,9.2,"[""漫画改"",""战斗"",""热血"",""奇幻""]",1100.0万
喜欢本大爷的竟然就你一个？,285.9万追番,9.1,"[""小说改"",""校园"",""恋爱""]",9018.4万
如果能写小说就好了,284.5万追番,9.3,"[""小说改"",""恋爱""]",6229.7万
声之形,282.8万追剧,9.6,"[""动画"",""爱情"",""剧情"",""漫画改""]",4248.3万
猫和老鼠喜剧秀,280.6万追番,9.1,"[""少儿"",""搞笑""]",520.8万
玉子爱情故事,280万追番,9.9,"[""校园"",""少女"",""恋爱""]",2854.5万
线上游戏的队友不可能是女生？,279.6万追番,9.0,"[""奇幻"",""校园""]",8236.5万
炎炎消防队 贰之章,279.6万追番,9.1,"[""漫画改"",""热血"",""战斗"",""声控""]",8121万
星掠者,278.8万追番,5.4,"[""架空"",""漫画改"",""奇幻"",""战斗""]",1600.0万
野良神 ARAGOTO,277.3万追番,9.4,"[""奇幻"",""战斗"",""漫画改"",""神魔""]",1300.0万
漆黑的子弹,276.9万追番,9.2,"[""奇幻"",""战斗""]",5035.4万
ReLIFE,275.7万追番,9.9,"[""校园"",""恋爱"",""搞笑"",""治愈""]",4751.2万
夏目友人帐 第五季,274.8万追番,9.8,"[""治愈"",""催泪"",""神魔"",""漫画改""]",6138.4万
幻界战线,274.6万追番,9.6,"[""科幻"",""热血"",""战斗""]",7516.5万
奇蛋物语 / WONDER EGG PRIORITY,273.3万追番,9.7,"[""原创"",""奇幻""]",5180.9万
半妖的夜叉姬 第二季,273.2万追番,5.6,"[""原创"",""奇幻"",""战斗""]",1608.8万
这个美术社大有问题！,272.2万追番,9.8,"[""校园"",""日常""]",6432.9万
小木乃伊到我家,270.6万追番,9.6,"[""漫画改"",""萌系"",""搞笑"",""日常""]",6634.6万
贤者之孙,270.5万追番,6.8,"[""穿越"",""架空"",""奇幻"",""小说改""]",9456.9万
终结的炽天使 名古屋决战篇,268万追番,8.8,"[""奇幻"",""校园"",""战斗""]",1300.0万
赛马娘 第三季,266.8万追番,6.7,"[""原创"",""运动"",""热血"",""偶像""]",598.9万
强风吹拂,266.6万追番,9.9,"[""运动"",""励志"",""小说改"",""热血""]",8758.9万
Fate/Zero 第二季,266.5万追番,9.7,"[""时泪"",""奇幻"",""战斗"",""热血""]",1500.0万
宇崎学妹想要玩！,265.3万追番,9.4,"[""漫画改"",""搞笑"",""校园""]",9212.3万
食戟之灵,264万追番,9.5,"[""美食"",""热血""]",1900.0万
Fate/Grand Order ‐First Order‐,263.8万追番,8.3,"[""战斗"",""游戏改""]",3730.6万
侦探已死,262.7万追番,7.1,"[""小说改"",""冒险"",""奇幻"",""战斗""]",5600.3万
在地下城寻求邂逅是否搞错了什么 第三季,262.3万追番,9.2,"[""冒险"",""架空"",""奇幻"",""小说改""]",3522万
精灵幻想记,260.4万追番,7.3,"[""小说改"",""奇幻"",""穿越""]",8593.1万
好比是最终迷宫前的少年到新手村生活一般的故事,260.2万追番,7.8,"[""小说改"",""搞笑"",""冒险""]",8124.5万
落第骑士英雄谭,260.2万追番,9.5,"[""校园"",""战斗"",""架空"",""冒险""]",1100.0万
约会大作战 第三季,259.8万追番,7.9,"[""小说改"",""萌系"",""奇幻"",""战斗""]",6883.5万
齐木楠雄的灾难 第二季,259.8万追番,9.8,"[""搞笑"",""校园"",""漫画改"",""奇幻""]",1600.0万
我们的重制人生,258.1万追番,9.6,"[""小说改"",""校园"",""日常"",""社团""]",6675.7万
怪物事变,257.6万追番,9.6,"[""漫画改"",""奇幻"",""神魔""]",5481.7万
愤怒的审判,257.4万追番,6.2,"[""漫画改"",""热血"",""战斗"",""奇幻""]",4230.8万
少女终末旅行,257.2万追番,9.8,"[""奇幻"",""漫画改"",""冒险"",""架空""]",4096.6万
我，不是说了能力要平均值么！,256.5万追番,8.2,"[""搞笑"",""架空"",""小说改"",""穿越""]",8436.8万
K,256.1万追番,9.5,"[""奇幻"",""战斗"",""声控""]",3716.1万
属性咖啡厅,254.5万追番,9.6,"[""少女"",""萌系"",""漫画改"",""日常""]",5653万
请问您今天要来点兔子吗？BLOOM,253.7万追番,9.9,"[""漫画改"",""日常"",""萌系"",""治愈""]",1826万
天才王子的赤字国家振兴术,252.2万追番,9.5,"[""小说改"",""架空"",""奇幻""]",7146.3万
赛马娘 巅峰之路,251.7万追番,9.8,"[""游戏改"",""运动"",""热血""]",379.6万
君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note,251.4万追番,9.7,"[""小说改"",""奇幻"",""魔法"",""冒险""]",5833.8万
死神少爷与黑女仆,251万追番,9.7,"[""少女"",""漫画改"",""日常"",""恋爱""]",4968万
装甲重拳/MEGALOBOX 第二季,250.9万追番,9.9,"[""原创"",""热血"",""科幻"",""运动""]",3829.8万
百变小樱,250万追番,9.9,"[""少女"",""魔法"",""冒险""]",1600.0万
此花亭奇谭,248.8万追番,9.8,"[""萌系"",""漫画改"",""日常"",""治愈""]",3975.2万
伪恋,246.9万追番,9.2,"[""漫画改"",""搞笑"",""日常"",""校园""]",4607.4万
骑士&魔法,245.9万追番,8.8,"[""小说改"",""机战"",""奇幻"",""魔法""]",9949.3万
我的妹妹不可能那么可爱 第一季,245.8万追番,9.2,"[""小说改"",""日常"",""萌系"",""校园""]",4931.9万
猫和老鼠（1975）,242.6万追番,9.7,"[""搞笑"",""少儿""]",1066.9万
你与我最后的战场，亦或是世界起始的圣战,242.6万追番,8.0,"[""冒险"",""战斗"",""奇幻"",""恋爱""]",6571.2万
男子游泳部：最后一击！前篇,242.4万追剧,9.3,"[""剧情"",""动画""]",195.3万
男子游泳部：最后一击！后篇,242万追剧,,"[""剧情"",""动画""]",139.7万
CAROLE & TUESDAY,241.4万追番,9.7,"[""原创"",""科幻"",""音乐"",""励志""]",6989.3万
魔法纪录 魔法少女小圆外传 第二季,239.2万追番,7.4,"[""游戏改"",""奇幻"",""战斗"",""魔法""]",1419.2万
弹丸论破,237.8万追番,9.3,"[""推理"",""校园""]",8643.6万
邻座的怪同学,236万追番,9.6,"[""搞笑"",""少女"",""校园""]",6636.2万
地狱少女,235.9万追番,9.7,"[""原创"",""神魔""]",2583.9万
重来吧，魔王大人！,234.7万追番,8.3,"[""小说改"",""奇幻"",""魔法"",""穿越""]",6943.4万
装甲重拳/MEGALOBOX,232.7万追番,9.8,"[""科幻"",""运动"",""热血"",""原创""]",6635.3万
夏目友人帐 第六季,232.7万追番,9.8,"[""日常"",""治愈"",""催泪"",""奇幻""]",5826万
式守同学不只可爱而已,231.3万追番,8.0,"[""漫画改"",""日常"",""校园"",""恋爱""]",6265.8万
我立于百万生命之上,231万追番,8.3,"[""漫画改"",""穿越"",""奇幻""]",7336.4万
无论何时我们的恋情都是10厘米。～告白实行委员会～,229万追番,9.6,"[""恋爱"",""音乐"",""原创"",""校园""]",2803.3万
pop子和pipi美的日常 第二季,228.8万追番,9.8,"[""漫画改"",""搞笑""]",1927.3万
莉可丽丝,228.8万追番,9.2,"[""原创"",""日常"",""战斗""]",6484.8万
One Room,228.1万追番,9.7,"[""泡面"",""日常""]",4701万
ULTRAMAN 机动奥特曼 终章,227.7万追番,6.7,"[""漫画改"",""热血"",""战斗"",""少儿""]",475.5万
ULTRAMAN 机动奥特曼 第二季,227.7万追番,7.9,"[""特摄"",""漫画改"",""奇幻"",""战斗""]",890.8万
食戟之灵 贰之皿,227.3万追番,9.4,"[""热血"",""美食""]",1000.0万
博人传 火影忍者新时代,226.7万追番,4.5,"[""热血"",""架空"",""冒险""]",3347.4万
黑执事,226.3万追番,9.8,"[""漫画改""]",4991万
戒律的复活,225.6万追番,9.7,"[""战斗"",""热血"",""架空"",""漫画改""]",1100.0万
无限滑板 / SK8 the Infinity,225.5万追番,9.6,"[""原创"",""战斗"",""热血""]",6116.7万
pop子和pipi美的日常,225.3万追番,8.8,"[""搞笑"",""漫画改""]",7300.7万
双星之阴阳师,222.2万追番,8.7,"[""热血"",""奇幻"",""战斗"",""冒险""]",1100.0万
弱势角色友崎君,222.1万追番,9.1,"[""小说改"",""校园"",""恋爱""]",5772.2万
诸神的逆鳞,221.6万追番,4.7,"[""战斗"",""架空"",""漫画改"",""奇幻""]",6928.3万
ULTRAMAN 机动奥特曼 第二季（中配）,220万追番,8.3,"[""特摄"",""漫画改"",""奇幻"",""战斗""]",467.9万
在地下城寻求邂逅是否搞错了什么 第二季,219.6万追番,9.0,"[""架空"",""小说改"",""奇幻"",""战斗""]",5825.8万
不正经的魔术讲师与禁忌教典,217万追番,8.9,"[""战斗"",""校园"",""奇幻"",""架空""]",9472.7万
ULTRAMAN 机动奥特曼 终章（中配）,216.9万追番,,"[""漫画改"",""热血"",""战斗"",""少儿""]",109.8万
One Room 第三季,216.2万追番,9.8,"[""日常"",""恋爱"",""治愈"",""泡面""]",2687.7万
格莱普尼尔,216万追番,8.9,"[""漫画改"",""奇幻"",""战斗""]",7524.4万
我太受欢迎了该怎么办,214.9万追番,9.1,"[""乙女"",""漫画改"",""校园""]",6295.9万
异世界食堂,213万追番,9.5,"[""小说改"",""奇幻"",""美食"",""架空""]",6327.7万
终将成为你,212.9万追番,9.8,"[""恋爱"",""校园"",""漫画改""]",3263.5万
世界尽头的圣骑士,212.1万追番,6.3,"[""小说改"",""奇幻"",""战斗"",""治愈""]",5394.7万
邪神与厨二病少女,212万追番,9.5,"[""搞笑"",""日常"",""神魔"",""奇幻""]",6361.6万
神之塔,211.9万追番,9.3,"[""漫画改"",""战斗"",""奇幻"",""冒险""]",6190.6万
齐木楠雄的灾难（日播&精选版）,210.4万追番,9.7,"[""泡面"",""漫画改"",""奇幻"",""校园""]",3000.0万
请问您今天要来点兔子吗？,210.3万追番,9.7,"[""萌系"",""日常"",""美食"",""治愈""]",2716.9万
无能力者娜娜,209万追番,9.4,"[""漫画改"",""校园"",""智斗"",""催泪""]",4712.6万
见面5秒开始战斗,208.6万追番,8.7,"[""漫画改"",""智斗"",""奇幻"",""冒险""]",7524.7万
奇幻世界舅舅,208.3万追番,9.8,"[""漫画改"",""奇幻"",""魔法"",""穿越""]",1100.0万
学战都市Asterisk,208.1万追番,8.5,"[""校园"",""奇幻"",""战斗"",""架空""]",9099.3万
忧国的莫里亚蒂,207.6万追番,9.6,"[""漫画改"",""智斗"",""声控"",""架空""]",3300.9万
特别篇 吹响吧！上低音号～合奏比赛～,206.7万追番,9.9,"[""小说改"",""校园""]",38.1万
我立于百万生命之上（第二季）,206.2万追番,8.0,"[""漫画改"",""穿越"",""奇幻""]",2820.1万
街角魔族,205.3万追番,9.8,"[""漫画改"",""日常"",""萌系"",""搞笑""]",4802.4万
Love Live! School Idol Project,204.2万追番,9.7,"[""校园"",""音乐"",""偶像"",""社团""]",3694.5万
成神之日,204.1万追番,5.8,"[""催泪"",""恋爱"",""日常"",""原创""]",4771.7万
赛马娘,203.4万追番,9.7,"[""游戏改"",""运动"",""偶像""]",7141.3万
与变成了异世界美少女的好友一起冒险,201.9万追番,9.7,"[""漫画改"",""搞笑"",""奇幻"",""萌系""]",6880.5万
家庭教师HITMAN REBORN!,200.6万追番,9.9,"[""奇幻"",""热血"",""战斗"",""漫画改""]",1800.0万
冰海战记,199.9万追番,9.8,"[""漫画改"",""历史"",""热血"",""冒险""]",6149.3万
我们无法一起学习,198.3万追番,9.2,"[""漫画改"",""日常"",""校园"",""恋爱""]",6009.7万
异想食堂  / 异世界食堂 第二季,197.5万追番,9.8,"[""美食"",""治愈"",""小说改""]",1251.5万
名侦探柯南（中配）,197.4万追番,9.8,"[""漫画改"",""智斗"",""推理"",""悬疑""]",12000.0万
半妖的夜叉姬,197.3万追番,4.7,"[""原创"",""穿越"",""奇幻"",""战斗""]",3800.2万
魔王勇者,196.7万追番,9.5,"[""奇幻"",""少女"",""声控"",""神魔""]",2883.1万
剑姬神圣谭 在地下城寻求邂逅是否搞错了什么 外传,195.9万追番,9.7,"[""小说改"",""奇幻"",""架空"",""神魔""]",1197万
幻界战线 & BEYOND,195.9万追番,9.8,"[""奇幻"",""战斗"",""漫画改""]",4581.2万
GOSICK,195.1万追番,9.7,"[""萌系"",""奇幻"",""日常"",""催泪""]",1451.4万
海绵宝宝  第一季～第九季 中文配音,194.6万追番,9.9,"[""少儿"",""搞笑"",""奇幻""]",5200.0万
Just Because!,194.4万追番,9.5,"[""恋爱"",""原创"",""校园""]",3660.3万
我们无法一起学习！,193.8万追番,5.3,"[""漫画改"",""日常"",""校园"",""恋爱""]",4831万
冰海战记 第二季,193.3万追番,9.5,"[""漫画改"",""战斗"",""热血"",""冒险""]",592.2万
海绵宝宝 第十季 中文配音,193.1万追番,,"[""原创"",""搞笑"",""少儿""]",16.5万
URARA迷路帖,192.9万追番,9.6,"[""漫画改"",""日常"",""架空""]",2835.2万
街角魔族 第二季,192.8万追番,9.9,"[""漫画改"",""日常"",""萌系"",""搞笑""]",1504万
排球少年！！,192.7万追番,9.9,"[""漫画改"",""热血"",""校园"",""运动""]",9766.7万
实况主的逃脱游戏,190.7万追番,9.3,"[""漫画改"",""穿越"",""冒险""]",3932.7万
无头骑士异闻录,190.5万追番,9.7,"[""奇幻"",""日常"",""声控"",""小说改""]",3032.7万
青春之旅,190.3万追番,9.5,"[""少女"",""恋爱"",""校园""]",2813.9万
青梅竹马绝对不会输的恋爱喜剧,190.3万追番,5.4,"[""小说改"",""校园"",""恋爱""]",4255万
×××HOLiC,190万追番,9.8,"[""奇幻"",""日常""]",2941.4万
斩服少女,189.4万追番,9.8,"[""奇幻"",""热血"",""原创""]",2832.9万
伪恋：,188.7万追番,9.4,"[""日常"",""校园"",""漫画改""]",6620万
魔法禁书目录 第二季,188.4万追番,9.2,"[""校园"",""科幻"",""战斗"",""小说改""]",7192.6万
品酒要在成为夫妻后,188.2万追番,9.5,"[""搞笑"",""恋爱"",""漫画改""]",5128.5万
邪神与厨二病少女 第二季,187.2万追番,9.8,"[""神魔"",""漫画改"",""搞笑"",""日常""]",4241.2万
没落要塞 / DECA-DENCE,186.9万追番,9.7,"[""原创"",""科幻"",""架空"",""冒险""]",3917.8万
妖精森林的小不点,186.1万追番,9.9,"[""奇幻"",""日常"",""漫画改"",""萌系""]",3786.7万
流汗吧！健身少女,185.8万追番,9.7,"[""漫画改"",""日常"",""运动""]",4943.9万
欢迎光临樱兰高校,185.4万追番,9.9,"[""搞笑"",""日常"",""少女"",""校园""]",7617.3万
吹响吧！上低音号,185.2万追番,9.8,"[""音乐"",""校园"",""少女"",""励志""]",4513.5万
蜡笔小新：梦境世界大突击,185.2万追剧,9.8,"[""喜剧"",""动画""]",1063.4万
灰与幻想的格林姆迦尔,185.1万追番,9.8,"[""战斗"",""穿越"",""冒险"",""架空""]",2770.5万
SSSS.电光机王,184.8万追番,9.8,"[""机战"",""特摄"",""原创"",""战斗""]",4083.9万
银魂 第二季,182.8万追番,9.9,"[""漫画改"",""热血"",""搞笑"",""战斗""]",1400.0万
碧蓝航线,182.6万追番,8.1,"[""架空"",""游戏改"",""战斗"",""科幻""]",4372万
散华礼弥,182.4万追番,9.5,"[""奇幻"",""日常"",""治愈""]",2080.6万
命运之夜——天之杯：恶兆之花,182.1万追剧,9.6,"[""奇幻"",""动画""]",4011.2万
樱子小姐的脚下埋着秘密,182.1万追番,9.4,"[""智斗"",""日常"",""推理""]",3037.3万
DARKER THAN BLACK -黑之契约者-,182万追番,9.8,"[""原创"",""热血"",""奇幻"",""战斗""]",2992.3万
笨蛋，测验，召唤兽,181.8万追番,9.7,"[""恋爱"",""小说改"",""奇幻"",""校园""]",4172.9万
悠哉日常大王 第三季,181.5万追番,9.9,"[""漫画改"",""日常"",""萌系"",""治愈""]",2421.9万
失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,181.1万追番,4.8,"[""小说改"",""战斗"",""魔法""]",5724.3万
邻家索菲,180.6万追番,9.8,"[""萌系"",""漫画改"",""奇幻""]",3437.5万
CLANNAD ～AFTER STORY～,180.1万追番,9.9,"[""时泪"",""校园"",""治愈"",""催泪""]",4564.1万
Rewrite,179.8万追番,8.7,"[""奇幻"",""校园"",""穿越""]",4505.6万
赛马娘 第二季,179.5万追番,9.9,"[""游戏改"",""运动"",""偶像"",""催泪""]",5110.2万
问题儿童都来自异世界？,179.4万追番,9.2,"[""奇幻"",""战斗"",""热血"",""架空""]",136.5万
ISLAND,178.9万追番,9.2,"[""游戏改"",""穿越"",""治愈"",""冒险""]",3162.8万
俺物语！！,178.8万追番,9.9,"[""漫画改"",""日常"",""校园"",""恋爱""]",4972.6万
迪迦奥特曼（中配）,178.3万追番,9.9,"[""科幻"",""战斗"",""特摄"",""热血""]",1700.0万
现实主义勇者的王国再建记,178.2万追番,8.5,"[""小说改"",""穿越"",""奇幻"",""冒险""]",8009.4万
只有我不存在的城市,178.1万追番,9.7,"[""推理"",""治愈"",""催泪"",""穿越""]",2890万
异界少女召唤术,178万追番,6.9,"[""魔法"",""架空"",""冒险"",""小说改""]",3612.9万
葬送的芙莉莲,176.8万追番,9.9,"[""漫画改"",""奇幻"",""治愈""]",6848.5万
川柳少女,176.2万追番,9.7,"[""漫画改"",""恋爱"",""校园"",""日常""]",2960.4万
银河奥特曼,176万追番,9.6,"[""原创"",""战斗"",""热血"",""少儿""]",132.4万
变态王子与不笑猫,175.5万追番,9.7,"[""日常"",""恋爱"",""小说改""]",1789万
魔法纪录 魔法少女小圆外传,175.3万追番,9.5,"[""游戏改"",""奇幻"",""战斗"",""萌系""]",2803.3万
K RETURN OF KINGS,174.2万追番,9.3,"[""声控"",""原创"",""奇幻"",""战斗""]",7753.6万
碧蓝航线：微速前行！,173.8万追番,9.8,"[""日常"",""萌系"",""漫画改""]",2517.6万
比宇宙更远的地方,173.6万追番,9.8,"[""声控"",""治愈"",""励志"",""原创""]",2640.4万
Free!,173.6万追番,9.5,"[""校园"",""运动""]",3330万
薇薇 -萤石眼之歌-,173.6万追番,9.8,"[""原创"",""科幻"",""奇幻""]",3396.1万
银魂 第三季,173.2万追番,9.9,"[""漫画改"",""热血"",""搞笑"",""战斗""]",9162.7万
地狱少女 宵伽,172.5万追番,9.3,"[""治愈"",""神魔""]",2955.7万
进化之实 踏上胜利的人生,171.9万追番,5.0,"[""小说改"",""冒险"",""穿越"",""奇幻""]",5690.4万
NEW GAME!,171.7万追番,9.7,"[""萌系"",""日常""]",3330.2万
刺客守则,171.4万追番,6.5,"[""架空"",""小说改"",""奇幻"",""战斗""]",4187.7万
恋爱游戏世界对路人角色很不友好,170.3万追番,9.1,"[""小说改"",""奇幻"",""战斗"",""校园""]",7164.8万
跃动青春,170.2万追番,9.9,"[""漫画改"",""日常"",""校园"",""治愈""]",5794.5万
真・进化之实 踏上胜利的人生,170万追番,6.1,"[""小说改"",""搞笑"",""奇幻"",""冒险""]",857.8万
Love Live! 学园偶像 电影,169.6万追番,9.8,"[""原创"",""校园"",""偶像"",""音乐""]",400.5万
政宗君的复仇,169.5万追番,4.2,"[""恋爱"",""漫画改"",""搞笑"",""校园""]",4475.3万
命运之夜  06版,168.7万追番,9.5,"[""魔法"",""游戏改"",""奇幻"",""战斗""]",4449.5万
萤火之森,168.4万追番,9.7,"[""漫画改"",""神魔"",""催泪"",""恋爱""]",1349.7万
一起一起这里那里,168.2万追番,9.8,"[""萌系"",""日常"",""治愈"",""萝莉""]",2353.3万
鬼灯的冷彻,168万追番,9.6,"[""日常"",""神魔""]",3220.6万
